CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3 Right to Health Education-The health facility supports and protects the right of patients and families to participate in the patient care process.,,CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.1,9CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.1,The health facility supports and protects the right of patients and families to participate in the patient care process.,The health facility supports and protects the right of patients and families to participate in the patient care process.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3 Right to Health Education-There is an appropriate structure or mechanism for education throughout the health facility.,,CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.2,10CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.2,There is an appropriate structure or mechanism for education throughout the health facility.,There is an appropriate structure or mechanism for education throughout the health facility.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3 Right to Health Education-Patient and family education promotes the concept of taking responsibility for one's own health care.,,CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.3,11CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.3,Patient and family education promotes the concept of taking responsibility for one's own health care.,Patient and family education promotes the concept of taking responsibility for one's own health care.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3 Right to Health Education-The patient and his/her family are taught in a language and format that they can understand.,,CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.4,12CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.4,The patient and his/her family are taught in a language and format that they can understand.,The patient and his/her family are taught in a language and format that they can understand.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3 Right to Health Education-The health facility plans education consistent with its patient population.,,CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.5,13CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3.1.5,The health facility plans education consistent with its patient population.,The health facility plans education consistent with its patient population.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-3.3 Right to Health Education-There is a uniform process for recording patient education information.,,CLINIC-Standards-SE3-Patient and Family Rights & Responsibilities and Access to Care-,,,,,,,,,,,,optionSet
Information Planning--,UID,code,shortName,Description,Form Name,domainType,Value type,Aggregation type,CatCombo,,,,Option set,optionSet
CLINIC-Standards-SE4-Information Planning-The health facility uses a health information system that facilitates the collection and utilisation of data.,,CLINIC-Standards-SE4-Information Planning-4.1.1.1,1 CLINIC-Standards-SE4-Information Planning-4.1.1.1,The health facility uses a health information system that facilitates the collection and utilisation of data.,The health facility uses a health information system that facilitates the collection and utilisation of data.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Planning-The information system includes data required to measure the objectives set for each programme provided by the health facility.,,CLINIC-Standards-SE4-Information Planning-4.1.1.2,2 CLINIC-Standards-SE4-Information Planning-4.1.1.2,The information system includes data required to measure the objectives set for each programme provided by the health facility.,The information system includes data required to measure the objectives set for each programme provided by the health facility.,TRACKER,TEXT,COUNT,,,,,,optionSet
"CLINIC-Standards-SE4-Information Planning-The requirements for the collection, collation, validation and distribution of data are clearly defined in the system.",,CLINIC-Standards-SE4-Information Planning-4.1.1.3,3 CLINIC-Standards-SE4-Information Planning-4.1.1.3,"The requirements for the collection, collation, validation and distribution of data are clearly defined in the system.","The requirements for the collection, collation, validation and distribution of data are clearly defined in the system.",TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Planning-The system identifies those permitted access to each category of data and information.,,CLINIC-Standards-SE4-Information Planning-4.1.1.4,4 CLINIC-Standards-SE4-Information Planning-4.1.1.4,The system identifies those permitted access to each category of data and information.,The system identifies those permitted access to each category of data and information.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Planning-The health facility collects data in a timely and efficient manner.,,CLINIC-Standards-SE4-Information Planning-4.1.1.5,5 CLINIC-Standards-SE4-Information Planning-4.1.1.5,The health facility collects data in a timely and efficient manner.,The health facility collects data in a timely and efficient manner.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Planning-Systems are in place for the storage and retrieval of patient information.,,CLINIC-Standards-SE4-Information Planning-4.1.1.6,6 CLINIC-Standards-SE4-Information Planning-4.1.1.6,Systems are in place for the storage and retrieval of patient information.,Systems are in place for the storage and retrieval of patient information.,TRACKER,TEXT,COUNT,,,,,,optionSet
"CLINIC-Standards-SE4-Analysis of Data-Data is aggregated, analysed and transformed into useful information.",,CLINIC-Standards-SE4-Analysis of Data-4.2.1.1,7 CLINIC-Standards-SE4-Analysis of Data-4.2.1.1,"Data is aggregated, analysed and transformed into useful information.","Data is aggregated, analysed and transformed into useful information.",TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Analysis of Data-The frequency of data analysis is appropriate to the process under study.,,CLINIC-Standards-SE4-Analysis of Data-4.2.1.2,8 CLINIC-Standards-SE4-Analysis of Data-4.2.1.2,The frequency of data analysis is appropriate to the process under study.,The frequency of data analysis is appropriate to the process under study.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Analysis of Data-The frequency of data analysis meets the requirements of the health facility.,,CLINIC-Standards-SE4-Analysis of Data-4.2.1.3,9 CLINIC-Standards-SE4-Analysis of Data-4.2.1.3,The frequency of data analysis meets the requirements of the health facility.,The frequency of data analysis meets the requirements of the health facility.,TRACKER,TEXT,COUNT,,,,,,optionSet
"CLINIC-Standards-SE4-Analysis of Data-Intense analysis of data takes place when there are significant adverse levels, patterns or trends, as established by the health facility.",,CLINIC-Standards-SE4-Analysis of Data-4.2.1.4,10 CLINIC-Standards-SE4-Analysis of Data-4.2.1.4,"Intense analysis of data takes place when there are significant adverse levels, patterns or trends, as established by the health facility.","Intense analysis of data takes place when there are significant adverse levels, patterns or trends, as established by the health facility.",TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Analysis of Data-Statistical tools and techniques are used in the analysis process when suitable.,,CLINIC-Standards-SE4-Analysis of Data-4.2.1.5,11 CLINIC-Standards-SE4-Analysis of Data-4.2.1.5,Statistical tools and techniques are used in the analysis process when suitable.,Statistical tools and techniques are used in the analysis process when suitable.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-The health facility contributes to external reference databases when required by laws or regulations.,,CLINIC-Standards-SE4-Information Usage-4.3.1.1,12 CLINIC-Standards-SE4-Information Usage-4.3.1.1,The health facility contributes to external reference databases when required by laws or regulations.,The health facility contributes to external reference databases when required by laws or regulations.,TRACKER,TEXT,COUNT,,,,,,optionSet
"CLINIC-Standards-SE4-Information Usage-The health facility manager or delegated person checks data leaving the facility for completeness, correctness and consistency.",,CLINIC-Standards-SE4-Information Usage-4.3.1.2,13 CLINIC-Standards-SE4-Information Usage-4.3.1.2,"The health facility manager or delegated person checks data leaving the facility for completeness, correctness and consistency.","The health facility manager or delegated person checks data leaving the facility for completeness, correctness and consistency.",TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-The performance of the facility on identified priority indicators forms part of the discussions at regular staff meetings.,,CLINIC-Standards-SE4-Information Usage-4.3.1.3,14 CLINIC-Standards-SE4-Information Usage-4.3.1.3,The performance of the facility on identified priority indicators forms part of the discussions at regular staff meetings.,The performance of the facility on identified priority indicators forms part of the discussions at regular staff meetings.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-The performance of the facility on identified priority indicators forms part of the discussions at meetings with community representatives.,,CLINIC-Standards-SE4-Information Usage-4.3.1.4,15 CLINIC-Standards-SE4-Information Usage-4.3.1.4,The performance of the facility on identified priority indicators forms part of the discussions at meetings with community representatives.,The performance of the facility on identified priority indicators forms part of the discussions at meetings with community representatives.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-The facility uses information from external data sources for benchmarking.,,CLINIC-Standards-SE4-Information Usage-4.3.1.5,16 CLINIC-Standards-SE4-Information Usage-4.3.1.5,The facility uses information from external data sources for benchmarking.,The facility uses information from external data sources for benchmarking.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-Targets for identified priority indicators are known to the facility manager and the information coordinator for the facility.,,CLINIC-Standards-SE4-Information Usage-4.3.1.6,17 CLINIC-Standards-SE4-Information Usage-4.3.1.6,Targets for identified priority indicators are known to the facility manager and the information coordinator for the facility.,Targets for identified priority indicators are known to the facility manager and the information coordinator for the facility.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-Data relating to the meeting of objectives for each programme is made available to the health facility personnel at least quarterly.,,CLINIC-Standards-SE4-Information Usage-4.3.2.1,18 CLINIC-Standards-SE4-Information Usage-4.3.2.1,Data relating to the meeting of objectives for each programme is made available to the health facility personnel at least quarterly.,Data relating to the meeting of objectives for each programme is made available to the health facility personnel at least quarterly.,TRACKER,TEXT,COUNT,,,,,,optionSet
CLINIC-Standards-SE4-Information Usage-Data is analysed and used to provide relevant information for improving the clinical service.,,CLINIC-Standards-SE4-Information Usage-4.3.2.2,19 CLINIC-Standards-SE4-Information Usage-4.3.2.2,Data is analysed and used to provide relevant information for improving the clinical service.,Data is analysed and used to provide relevant information for improving the clinical service.,TRACKER,TEXT,COUNT,,,,,,optionSet
"CLINIC-Standards-SE4-Information Usage-There is a regular scheduled meeting, at least quarterly, to review institutional mortalities and morbidities.",,CLINIC-Standards-SE4-Information Usage-4.3.2.3,20 CLINIC-Standards-SE4-Information Usage-4.3.2.3,"There is a regular scheduled meeting, at least quarterly, to review institutional mortalities and morbidities.","There is a regular scheduled meeting, at least quarterly, to review institutional mortalities and morbidities.",TRACKER,TEXT,COUNT,,,,,,optionSet
